delay_event_id,raw_flight_id,delay_ts,delay_category,delay_code,delay_minutes,notes
DE0000018663,F00026239,11-05-2025 08:24,ATC,ATC7,22,
DE0000018664,F00026243,02-08-2024 10:46,CRW,,-6,late inbound
DE0000018665,F00026248,12-02-2025 03:23,atc,,4,gate hold
DE0000018666,F00026248,02-12-2025 03:54,OTHER,CR02,31,maintenance check
DE0000018667,F00026251,16-12-2024 13:48,atc,OPS9,12,maintenance check
DE0000018668,F00026252,16-02-2025 03:26,atc,MX5,5,deicing
DE0000018669,F00026252,16-02-2025 02:25,OPS,MX5,7,crew swap
DE0000018670,F00026253,11-12-2024 11:51,OTHER,CR02,-7,ground stop
DE0000018671,F00026253,11-12-2024 13:49,atc,,5,gate hold
DE0000018672,F00026254,28-12-2024 03:39,WX,GT3,5,crew swap
DE0000018673,F00026254,12/28/2024 05:46,OPS,,1m,gate hold
DE0000018674,F00026254,28-12-2024 05:41,WEATHER,MX5,10,crew swap
DE0000018675,F00026256,01-04-2025 20:46,crew,WX01,13,maintenance check
DE0000018676,F00026259,25-10-2025 10:40,crew,CR02,8,late inbound
DE0000018677,F00026263,15-02-2024 22:18,WX,GT3,3,maintenance check
DE0000018678,F00026263,15-02-2024 20:30,maint,,44,maintenance check
DE0000018679,F00026264,12/15/2024 11:26,WX,ATC7,1,ground stop
DE0000018680,F00026264,12/15/2024 10:39,MAINT,OPS9,4,crew swap
DE0000018681,F00026265,10-08-2025 09:47,CREW,ATC7,19,maintenance check
DE0000018682,F00026265,10-08-2025 11:40,OTHER,ATC7,9,
DE0000018683,F00026265,10-08-2025 10:24,airport,ATC7,3,deicing
DE0000018684,F00026272,26-01-2025 02:34,weather,WX01,4,crew swap
DE0000018685,F00026274,01/16/2025 05:02,GATE,ATC7,1,crew swap
DE0000018686,F00026274,16-01-2025 03:22,OPS,,4,ground stop
DE0000018687,F00026274,16-01-2025 02:37,CRW,CR02,11,maintenance check
DE0000018688,F00026277,19-05-2025 09:18,TRAFFIC,MX5,31,late inbound
DE0000018689,F00026277,19-05-2025 09:23,TRAFFIC,WX01,48,gate hold
DE0000018690,F00026278,20-09-2025 08:39,AIRPORT,GT3,11,
DE0000018691,F00026278,20-09-2025 09:24,OTHER,ATC7,6m,maintenance check
DE0000018692,F00026278,20-09-2025 09:49,weather,CR02,5,deicing
DE0000018693,F00026282,17-03-2025 00:04,OTHER,,20,gate hold
DE0000018694,F00026282,16-03-2025 22:58,AIRPORT,GT3,13,maintenance check
DE0000018695,F00026282,16-03-2025 22:23,GATE,,4,crew swap
DE0000018696,F00026285,2025-04-01T18:18:00,atc,MX5,-41,deicing
DE0000018697,F00026285,01-04-2025 19:16,other,OPS9,-9,
DE0000018698,F00026289,27-04-2024 16:25,CREW,WX01,5,deicing
DE0000018699,F00026289,04/27/2024 17:37,OPS,WX01,17,ground stop
DE0000018700,F00026290,2024-08-27T15:52:00,crew,GT3,0,maintenance check
DE0000018701,F00026290,27-08-2024 14:38,AIRPORT,WX01,6,ground stop
DE0000018702,F00026290,27-08-2024 14:15,MAINT,ATC7,6,late inbound
DE0000018703,F00026295,07-12-2025 11:24,WX,MX5,0,ground stop
DE0000018704,F00026295,07-12-2025 09:03,CRW,CR02,1,deicing
DE0000018705,F00026296,09-09-2025 23:27,atc,OPS9,48m,crew swap
DE0000018706,F00026296,09-09-2025 22:56,GATE,GT3,6,
DE0000018707,F00026297,25-09-2024 08:43,crew,ATC7,14,late inbound
DE0000018708,F00026297,09/25/2024 07:31,weather,WX01,5,late inbound
DE0000018709,F00026297,09/25/2024 08:56,OPS,CR02,7,maintenance check
DE0000018710,F00026301,24-09-2024 07:48,OPS,GT3,4,late inbound
DE0000018711,F00026301,24-09-2024 08:04,WX,ATC7,3,crew swap
DE0000018712,F00026301,24-09-2024 05:55,atc,ATC7,2,gate hold
DE0000018713,F00026306,24-11-2024 12:02,GATE,ATC7,9,gate hold
DE0000018714,F00026312,11-05-2024 06:06,OTHER,GT3,-1,
DE0000018715,F00026312,11-05-2024 06:27,OPS,OPS9,1,crew swap
DE0000018716,F00026312,11-05-2024 05:27,TRAFFIC,CR02,1,maintenance check
DE0000018717,F00026315,27-03-2025 02:29,OPS,,0,maintenance check
DE0000018718,F00026315,27-03-2025 04:17,OTHER,WX01,2m,maintenance check
DE0000018719,F00026315,27-03-2025 05:13,GATE,WX01,13,maintenance check
DE0000018720,F00026316,16-10-2025 05:16,maint,WX01,16,
DE0000018721,F00026316,16-10-2025 06:43,TRAFFIC,ATC7,7,late inbound
DE0000018722,F00026317,19-07-2025 05:41,TRAFFIC,WX01,3m,ground stop
DE0000018723,F00026317,2025-07-19T06:20:00,atc,,21m,deicing
DE0000018724,F00026317,19-07-2025 07:15,CREW,WX01,1,ground stop
DE0000018725,F00026318,08-10-2024 18:28,AIRPORT,GT3,11,ground stop
DE0000018726,F00026320,07/23/2025 05:10,MX,OPS9,32,maintenance check
DE0000018727,F00026322,28-05-2025 03:21,CREW,OPS9,11,late inbound
DE0000018728,F00026322,28-05-2025 03:50,crew,ATC7,4,late inbound
DE0000018729,F00026327,09-02-2025 09:54,maint,MX5,4m,deicing
DE0000018730,F00026327,02-09-2025 09:50,maint,CR02,17,gate hold
DE0000018731,F00026327,09-02-2025 10:10,GATE,GT3,9,
DE0000018732,F00026335,02-12-2025 09:32,MX,CR02,1,ground stop
DE0000018733,F00026335,2025-12-02T08:43:00,WX,WX01,1m,deicing
DE0000018734,F00026335,02-12-2025 07:50,OTHER,ATC7,20,deicing
DE0000018735,F00026340,12/26/2025 19:02,crew,GT3,4,crew swap
DE0000018736,F00026341,02-10-2025 07:47,other,MX5,6,maintenance check
DE0000018737,F00026341,10-02-2025 08:00,OTHER,WX01,1,
DE0000018738,F00026343,21-08-2024 13:36,GATE,ATC7,9,ground stop
DE0000018739,F00026343,21-08-2024 14:24,CRW,,6,maintenance check
DE0000018740,F00026344,11-10-2025 09:07,maint,WX01,2,maintenance check
DE0000018741,F00026345,25-04-2025 15:52,OPS,GT3,57,ground stop
DE0000018742,F00026349,03-09-2024 22:59,OPS,CR02,30,
DE0000018743,F00026350,10-02-2024 18:39,other,CR02,1,deicing
DE0000018744,F00026350,10-02-2024 16:45,crew,MX5,1,
DE0000018745,F00026350,10-02-2024 17:47,WX,,2,gate hold
DE0000018746,F00026351,21-05-2025 11:18,CRW,GT3,8,maintenance check
DE0000018747,F00026353,2025-04-30T18:16:00,atc,CR02,29,
DE0000018748,F00026357,11/19/2025 04:03,GATE,,7,ground stop
DE0000018749,F00026357,11/19/2025 05:32,other,,1,late inbound
DE0000018750,F00026360,25-07-2025 11:29,atc,GT3,12,crew swap
DE0000018751,F00026361,07/30/2025 10:18,airport,,1,ground stop
DE0000018752,F00026361,07/30/2025 10:09,OTHER,ATC7,15,maintenance check
DE0000018753,F00026366,09-03-2025 20:05,other,WX01,6,
DE0000018754,F00026372,10-09-2025 08:34,CRW,ATC7,6,late inbound
DE0000018755,F00026376,03-05-2024 11:35,GATE,OPS9,24,ground stop
DE0000018756,F00026376,03-05-2024 14:02,TRAFFIC,MX5,6,
DE0000018757,F00026378,12-02-2025 09:55,CRW,,5,ground stop
DE0000018758,F00026379,17-04-2024 12:38,atc,GT3,1m,ground stop
DE0000018759,F00026379,17-04-2024 13:55,OPS,GT3,24,maintenance check
DE0000018760,F00026379,17-04-2024 13:11,CRW,ATC7,12,crew swap
DE0000018761,F00026382,13-07-2024 07:51,MX,OPS9,7,late inbound
DE0000018762,F00026382,2024-07-13T09:17:00,CRW,MX5,14,deicing
DE0000018763,F00026384,11-06-2024 13:07,atc,WX01,5,gate hold
DE0000018764,F00026384,11-06-2024 12:49,MX,MX5,1,
DE0000018765,F00026384,11-06-2024 11:56,weather,MX5,1,deicing
DE0000018766,F00026386,07/20/2025 05:43,MAINT,CR02,16,ground stop
DE0000018767,F00026386,20-07-2025 06:04,ATC,,13,ground stop
DE0000018768,F00026388,19-04-2025 20:22,TRAFFIC,OPS9,33,gate hold
DE0000018769,F00026393,17-02-2025 03:42,crew,CR02,3,deicing
DE0000018770,F00026393,17-02-2025 01:29,atc,,21,maintenance check
DE0000018771,F00026393,17-02-2025 03:13,WEATHER,MX5,8,gate hold
DE0000018772,F00026401,30-05-2024 21:19,MX,WX01,14,
DE0000018773,F00026403,24-04-2025 20:32,TRAFFIC,GT3,12,gate hold
DE0000018774,F00026403,24-04-2025 21:47,maint,CR02,5,deicing
DE0000018775,F00026403,04/24/2025 20:14,weather,GT3,13,crew swap
DE0000018776,F00026407,2025-08-30T15:10:00,ATC,GT3,11m,deicing
DE0000018777,F00026407,08/30/2025 14:21,GATE,OPS9,15,
DE0000018778,F00026410,27-06-2024 00:23,airport,CR02,2,deicing
DE0000018779,F00026410,26-06-2024 23:34,airport,WX01,-9,
DE0000018780,F00026410,26-06-2024 23:53,ATC,CR02,2,late inbound
DE0000018781,F00026411,15-04-2025 06:07,OPS,OPS9,12,ground stop
DE0000018782,F00026411,15-04-2025 04:07,ATC,WX01,16,gate hold
DE0000018783,F00026413,2025-10-27T07:00:00,OTHER,MX5,17,deicing
DE0000018784,F00026421,2025-03-20T01:43:00,AIRPORT,GT3,2,late inbound
DE0000018785,F00026421,20-03-2025 03:12,OTHER,WX01,6,
DE0000018786,F00026421,03/20/2025 03:35,OPS,,2,late inbound
DE0000018787,F00026422,23-09-2025 17:13,MAINT,CR02,14,late inbound
DE0000018788,F00026422,23-09-2025 17:57,weather,ATC7,15,late inbound
DE0000018789,F00026422,23-09-2025 18:38,WX,MX5,1,deicing
DE0000018790,F00026425,26-04-2025 01:38,CRW,MX5,30,crew swap
DE0000018791,F00026427,04-07-2025 09:11,OPS,GT3,26,crew swap
DE0000018792,F00026428,29-08-2025 10:13,maint,ATC7,5,ground stop
DE0000018793,F00026428,2025-08-29T11:03:00,TRAFFIC,ATC7,57,gate hold
DE0000018794,F00026430,2024-10-30T16:47:00,ATC,WX01,22,deicing
DE0000018795,F00026431,19-07-2025 03:08,other,CR02,-8,maintenance check
DE0000018796,F00026431,19-07-2025 00:47,maint,MX5,4,gate hold
DE0000018797,F00026431,19-07-2025 00:54,weather,ATC7,24,
DE0000018798,F00026432,28-08-2024 19:46,WX,ATC7,7,
DE0000018799,F00026433,01-08-2025 22:55,other,CR02,7m,late inbound
DE0000018800,F00026433,01-08-2025 23:23,other,GT3,2,crew swap
DE0000018801,F00026435,25-02-2025 17:54,TRAFFIC,GT3,10,ground stop
DE0000018802,F00026435,25-02-2025 15:44,ATC,CR02,3,ground stop
DE0000018803,F00026438,11-12-2025 13:30,AIRPORT,GT3,8,crew swap
DE0000018804,F00026438,11-12-2025 13:47,WX,CR02,5,maintenance check
DE0000018805,F00026439,07/19/2025 17:01,ATC,CR02,-38,
DE0000018806,F00026440,07-01-2025 05:15,airport,OPS9,10,deicing
DE0000018807,F00026440,2025-01-07T05:00:00,MX,WX01,2,late inbound
DE0000018808,F00026440,07-01-2025 05:36,TRAFFIC,MX5,6,
DE0000018809,F00026441,16-10-2024 04:41,WX,CR02,1,maintenance check
DE0000018810,F00026441,16-10-2024 04:31,weather,MX5,3,deicing
DE0000018811,F00026441,10/16/2024 03:50,WX,,6m,deicing
DE0000018812,F00026446,2024-10-30T02:13:00,weather,MX5,25,late inbound
DE0000018813,F00026446,30-10-2024 00:31,maint,GT3,106,late inbound
DE0000018814,F00026446,30-10-2024 02:17,ATC,MX5,-109,maintenance check
DE0000018815,F00026452,12-01-2024 11:33,MX,WX01,1,crew swap
DE0000018816,F00026453,01-06-2024 09:49,MX,OPS9,2,
DE0000018817,F00026453,2024-06-01T09:39:00,other,OPS9,-13,ground stop
DE0000018818,F00026454,05-02-2024 22:12,atc,GT3,11,
DE0000018819,F00026455,20-01-2025 13:06,GATE,CR02,0,
DE0000018820,F00026455,01/20/2025 11:26,atc,OPS9,1,maintenance check
DE0000018821,F00026455,20-01-2025 12:49,MAINT,GT3,4,late inbound
DE0000018822,F00026463,30-09-2024 04:38,MAINT,OPS9,7,deicing
DE0000018823,F00026463,2024-09-30T02:45:00,airport,ATC7,2,maintenance check
DE0000018824,F00026465,20-05-2025 12:27,TRAFFIC,OPS9,30,ground stop
DE0000018825,F00026466,03-12-2024 17:37,airport,OPS9,35,ground stop
DE0000018826,F00026467,15-01-2025 03:41,CREW,CR02,4,late inbound
DE0000018827,F00026467,15-01-2025 03:04,TRAFFIC,OPS9,6,crew swap
DE0000018828,F00026468,28-08-2024 06:36,weather,OPS9,4,deicing
DE0000018829,F00026468,28-08-2024 08:25,GATE,ATC7,9,deicing
DE0000018830,F00026468,28-08-2024 08:05,other,ATC7,7,deicing
DE0000018831,F00026470,2024-05-29T01:50:00,MAINT,ATC7,10,late inbound
DE0000018832,F00026470,2024-05-29T01:24:00,maint,MX5,12,deicing
DE0000018833,F00026472,14-05-2024 21:02,MX,GT3,5,
DE0000018834,F00026472,05/14/2024 21:34,OTHER,MX5,4,maintenance check
DE0000018835,F00026472,14-05-2024 20:37,MAINT,CR02,1,deicing
DE0000018836,F00026474,2024-12-02T18:52:00,WEATHER,WX01,9,deicing
DE0000018837,F00026474,02-12-2024 19:32,TRAFFIC,MX5,15,
DE0000018838,F00026474,02-12-2024 17:28,OTHER,GT3,6,late inbound
DE0000018839,F00026481,2025-03-30T13:13:00,crew,OPS9,16,deicing
DE0000018840,F00026481,30-03-2025 13:39,ATC,ATC7,1m,crew swap
DE0000018841,F00026481,2025-03-30T14:32:00,OPS,CR02,1,gate hold
DE0000018842,F00026483,15-12-2025 11:09,WEATHER,CR02,8,deicing
DE0000018843,F00026483,2025-12-15T13:22:00,weather,ATC7,2,crew swap
DE0000018844,F00026486,2025-10-28T16:38:00,airport,GT3,7,gate hold
DE0000018845,F00026486,28-10-2025 18:18,weather,CR02,3,late inbound
DE0000018846,F00026491,11/15/2024 14:23,MX,CR02,6,late inbound
DE0000018847,F00026491,15-11-2024 14:56,MAINT,ATC7,26,deicing
DE0000018848,F00026492,25-10-2024 10:46,WX,CR02,7,late inbound
DE0000018849,F00026492,2024-10-25T12:39:00,CREW,CR02,6,
DE0000018850,F00026493,17-03-2025 22:44,MX,ATC7,8,
DE0000018851,F00026498,27-03-2024 14:20,WEATHER,WX01,4,
DE0000018852,F00026498,03/27/2024 12:20,GATE,CR02,2,crew swap
DE0000018853,F00026498,27-03-2024 15:14,OTHER,CR02,1,deicing
DE0000018854,F00026503,12-02-2025 09:48,crew,WX01,4,gate hold
DE0000018855,F00026503,02-12-2025 09:24,MX,WX01,6,gate hold
DE0000018856,F00026505,24-05-2024 05:43,MX,,15m,deicing
DE0000018857,F00026505,05/24/2024 06:06,WX,OPS9,2,maintenance check
DE0000018858,F00026505,05/24/2024 06:56,GATE,ATC7,1,maintenance check
DE0000018859,F00026507,29-11-2024 00:44,weather,CR02,8,
DE0000018860,F00026507,28-11-2024 22:05,weather,ATC7,7,maintenance check
DE0000018861,F00026508,25-02-2025 20:14,maint,GT3,0,maintenance check
DE0000018862,F00026508,25-02-2025 21:07,MX,CR02,11,ground stop
DE0000018863,F00026511,18-10-2025 09:16,MX,CR02,2,
DE0000018864,F00026511,18-10-2025 09:02,WX,ATC7,4,gate hold
DE0000018865,F00026511,10/18/2025 08:40,AIRPORT,CR02,3,deicing
DE0000018866,F00026519,03-06-2024 10:38,MX,CR02,3,gate hold
DE0000018867,F00026519,03-06-2024 11:57,WEATHER,CR02,26,maintenance check
DE0000018868,F00026521,26-08-2025 19:44,GATE,CR02,10,maintenance check
DE0000018869,F00026521,26-08-2025 20:00,OPS,GT3,8,deicing
DE0000018870,F00026522,03-02-2025 11:00,MX,MX5,0,ground stop
DE0000018871,F00026522,03-02-2025 11:11,CREW,MX5,1,maintenance check
DE0000018872,F00026523,2024-07-31T21:19:00,airport,MX5,36,maintenance check
DE0000018873,F00026525,06/22/2025 20:48,AIRPORT,WX01,10,
DE0000018874,F00026525,22-06-2025 20:35,airport,WX01,3,crew swap
DE0000018875,F00026525,22-06-2025 19:43,GATE,WX01,1,ground stop
DE0000018876,F00026526,26-10-2024 23:37,TRAFFIC,GT3,2,crew swap
DE0000018877,F00026526,26-10-2024 23:48,CRW,WX01,4,maintenance check
DE0000018878,F00026526,10/26/2024 22:34,TRAFFIC,MX5,1,crew swap
DE0000018879,F00026529,01-11-2025 03:55,TRAFFIC,CR02,0,deicing
DE0000018880,F00026529,01-11-2025 04:01,maint,,5,crew swap
DE0000018881,F00026531,26-12-2025 13:38,CREW,OPS9,12,crew swap
DE0000018882,F00026532,08/20/2024 07:34,CRW,MX5,7,late inbound
DE0000018883,F00026534,28-07-2025 10:24,airport,CR02,0,
DE0000018884,F00026534,07/28/2025 11:12,atc,CR02,1,maintenance check
DE0000018885,F00026538,17-01-2026 09:21,WX,GT3,0,deicing
DE0000018886,F00026538,01/17/2026 07:31,CREW,ATC7,-17,
DE0000018887,F00026538,17-01-2026 08:06,WEATHER,WX01,8,deicing
DE0000018888,F00026539,07/26/2024 13:32,MAINT,CR02,1,gate hold
DE0000018889,F00026539,07/26/2024 12:16,MX,GT3,9,gate hold
DE0000018890,F00026539,26-07-2024 12:21,atc,OPS9,1,ground stop
DE0000018891,F00026543,28-08-2025 04:05,airport,OPS9,2,deicing
DE0000018892,F00026543,28-08-2025 01:17,MX,OPS9,9,maintenance check
DE0000018893,F00026545,2025-05-06T10:06:00,OPS,CR02,1,maintenance check
DE0000018894,F00026545,06-05-2025 07:55,maint,CR02,48,
DE0000018895,F00026547,30-10-2025 03:18,weather,,6,maintenance check
DE0000018896,F00026547,30-10-2025 01:35,TRAFFIC,WX01,15,gate hold
DE0000018897,F00026549,04/22/2025 06:30,MX,,8,gate hold
DE0000018898,F00026549,22-04-2025 05:23,MX,ATC7,1,ground stop
DE0000018899,F00026554,14-11-2025 09:52,crew,GT3,1,late inbound
DE0000018900,F00026554,14-11-2025 08:22,TRAFFIC,OPS9,2,maintenance check
DE0000018901,F00026554,14-11-2025 09:40,AIRPORT,GT3,6,ground stop
DE0000018902,F00026555,27-03-2025 00:59,maint,GT3,25,gate hold
DE0000018903,F00026555,03/26/2025 23:21,WX,MX5,2,crew swap
DE0000018904,F00026555,27-03-2025 00:48,other,GT3,1,gate hold
DE0000018905,F00026556,09-10-2025 06:46,ATC,MX5,30,ground stop
DE0000018906,F00026558,20-06-2025 04:12,crew,,40,maintenance check
DE0000018907,F00026560,19-11-2024 02:17,AIRPORT,,4,
DE0000018908,F00026560,19-11-2024 02:12,airport,OPS9,7,
DE0000018909,F00026560,11/19/2024 02:08,MX,CR02,2,late inbound
DE0000018910,F00026561,31-01-2026 14:49,crew,,2,late inbound
DE0000018911,F00026561,31-01-2026 14:04,weather,CR02,15,ground stop
DE0000018912,F00026561,31-01-2026 13:05,CREW,ATC7,4,crew swap
DE0000018913,F00026564,30-04-2024 05:45,MX,GT3,9,deicing
DE0000018914,F00026564,04/30/2024 04:42,WEATHER,MX5,6,ground stop
DE0000018915,F00026567,2025-10-08T02:42:00,CRW,MX5,19,ground stop
DE0000018916,F00026569,07-03-2024 20:31,airport,,1,gate hold
DE0000018917,F00026570,2024-08-05T19:37:00,maint,GT3,4,ground stop
DE0000018918,F00026570,2024-08-05T17:35:00,weather,CR02,8,deicing
DE0000018919,F00026572,07-03-2024 05:27,GATE,,13,
DE0000018920,F00026579,27-11-2025 15:32,crew,CR02,31,late inbound
DE0000018921,F00026580,23-04-2025 06:14,WEATHER,OPS9,17,maintenance check
DE0000018922,F00026580,23-04-2025 08:51,airport,CR02,21,
DE0000018923,F00026580,23-04-2025 08:31,WEATHER,WX01,4,crew swap
DE0000018924,F00026582,08-06-2024 21:58,ATC,,6,maintenance check
DE0000018925,F00026582,06-08-2024 19:39,maint,ATC7,18m,
DE0000018926,F00026588,03-11-2024 05:46,OTHER,ATC7,1,maintenance check
DE0000018927,F00026588,03-11-2024 04:10,WEATHER,,5,ground stop
DE0000018928,F00026588,03-11-2024 06:27,OPS,CR02,3,maintenance check
DE0000018929,F00026590,11-11-2024 05:44,atc,MX5,30,maintenance check
DE0000018930,F00026590,11-11-2024 05:40,WX,,3,crew swap
DE0000018931,F00026590,11-11-2024 04:46,OPS,,3,
DE0000018932,F00026591,22-10-2024 13:56,MX,MX5,1,gate hold
DE0000018933,F00026591,2024-10-22T13:18:00,MAINT,MX5,1,late inbound
DE0000018934,F00026591,22-10-2024 14:06,maint,WX01,1,
DE0000018935,F00026594,12/28/2024 11:27,CRW,OPS9,1,maintenance check
DE0000018936,F00026594,28-12-2024 10:17,MAINT,GT3,5,late inbound
DE0000018937,F00026594,2024-12-28T11:56:00,AIRPORT,CR02,15,late inbound
DE0000018938,F00026595,08-10-2025 01:59,atc,WX01,58,
DE0000018939,F00026600,12-12-2024 17:44,maint,GT3,1,late inbound
DE0000018940,F00026600,12-12-2024 19:47,CREW,MX5,2,late inbound
DE0000018941,F00026600,12-12-2024 19:08,atc,ATC7,10m,gate hold
DE0000018942,F00026609,17-09-2024 11:53,CREW,,30,late inbound
DE0000018943,F00026610,12/21/2024 00:26,GATE,OPS9,5,gate hold
DE0000018944,F00026611,13-04-2024 10:11,airport,WX01,18,
DE0000018945,F00026615,2025-09-17T06:03:00,TRAFFIC,CR02,9,maintenance check
DE0000018946,F00026615,17-09-2025 08:25,other,,21,gate hold
DE0000018947,F00026616,02-01-2025 07:02,GATE,WX01,6,ground stop
DE0000018948,F00026617,24-05-2024 08:04,TRAFFIC,CR02,16,deicing
DE0000018949,F00026617,24-05-2024 08:38,WEATHER,OPS9,2,gate hold
DE0000018950,F00026621,26-06-2025 20:03,WEATHER,,4,crew swap
DE0000018951,F00026621,06/26/2025 19:01,MAINT,MX5,1,maintenance check
DE0000018952,F00026621,26-06-2025 21:30,weather,CR02,1,gate hold
DE0000018953,F00026629,10-10-2025 00:18,TRAFFIC,,0m,gate hold
DE0000018954,F00026629,09-10-2025 23:32,MAINT,MX5,1,maintenance check
DE0000018955,F00026629,10-09-2025 23:47,atc,OPS9,-1,deicing
DE0000018956,F00026630,2025-12-10T13:52:00,crew,OPS9,5,deicing
DE0000018957,F00026630,12-10-2025 11:51,crew,,5m,deicing
DE0000018958,F00026633,05-10-2025 17:37,MAINT,CR02,11,ground stop
DE0000018959,F00026635,12-04-2025 00:24,OPS,WX01,1,gate hold
DE0000018960,F00026636,05/18/2024 01:15,atc,MX5,14,
DE0000018961,F00026638,02-10-2025 19:39,OTHER,ATC7,8,crew swap
DE0000018962,F00026638,10-02-2025 20:16,CRW,WX01,1,deicing
DE0000018963,F00026645,18-06-2025 23:53,ATC,MX5,1m,gate hold
DE0000018964,F00026645,19-06-2025 01:27,atc,ATC7,-6,maintenance check
DE0000018965,F00026648,11-02-2024 22:15,AIRPORT,ATC7,22,
DE0000018966,F00026650,05-03-2024 20:47,crew,OPS9,11,ground stop
DE0000018967,F00026650,05-03-2024 19:54,MAINT,WX01,10,deicing
DE0000018968,F00026650,05-03-2024 19:25,CRW,,1,
DE0000018969,F00026654,19-12-2024 20:03,TRAFFIC,GT3,35,crew swap
DE0000018970,F00026659,05-03-2025 03:14,TRAFFIC,,4m,ground stop
DE0000018971,F00026659,05-03-2025 03:19,atc,,4,
DE0000018972,F00026659,03-05-2025 02:51,atc,GT3,1,
DE0000018973,F00026660,29-05-2025 09:04,crew,MX5,1,
DE0000018974,F00026660,05/29/2025 09:28,MX,ATC7,7,crew swap
DE0000018975,F00026660,05/29/2025 11:14,airport,GT3,1,gate hold
DE0000018976,F00026661,03/22/2025 07:21,other,CR02,30,
DE0000018977,F00026662,26-02-2024 04:41,GATE,CR02,17,gate hold
DE0000018978,F00026662,02/26/2024 05:28,WX,CR02,17,gate hold
DE0000018979,F00026663,18-04-2025 11:29,MAINT,ATC7,2,ground stop
DE0000018980,F00026663,18-04-2025 10:59,airport,CR02,7,deicing
DE0000018981,F00026663,18-04-2025 10:46,MAINT,CR02,17,ground stop
DE0000018982,F00026665,10-08-2024 21:34,GATE,ATC7,21,maintenance check
DE0000018983,F00026665,08-10-2024 22:05,MX,CR02,3m,late inbound
DE0000018984,F00026666,18-11-2025 07:34,atc,ATC7,2,
DE0000018985,F00026666,11/18/2025 09:49,MX,,2,deicing
DE0000018986,F00026666,18-11-2025 08:00,MX,,3,crew swap
DE0000018987,F00026669,08-02-2025 18:10,AIRPORT,MX5,1,gate hold
DE0000018988,F00026669,08-02-2025 19:08,atc,CR02,1,maintenance check
DE0000018989,F00026669,08-02-2025 17:12,GATE,CR02,-30,crew swap
DE0000018990,F00026671,12-04-2025 21:40,TRAFFIC,GT3,57,gate hold
DE0000018991,F00026677,29-02-2024 18:58,GATE,ATC7,9m,gate hold
DE0000018992,F00026677,29-02-2024 19:02,MX,,5,maintenance check
DE0000018993,F00026681,16-10-2025 06:55,GATE,CR02,1,deicing
DE0000018994,F00026681,16-10-2025 05:48,OPS,WX01,2,late inbound
DE0000018995,F00026681,16-10-2025 07:22,weather,CR02,2,late inbound
DE0000018996,F00026686,23-11-2024 19:06,CRW,,1,crew swap
DE0000018997,F00026686,23-11-2024 18:55,airport,ATC7,14m,gate hold
DE0000018998,F00026686,23-11-2024 19:01,other,CR02,29,late inbound
DE0000018999,F00026687,22-05-2024 08:47,ATC,,58,deicing
DE0000019000,F00026688,19-07-2024 18:43,ATC,ATC7,1,crew swap
DE0000019001,F00026688,2024-07-19T18:11:00,TRAFFIC,WX01,1,crew swap
DE0000019002,F00026688,19-07-2024 18:00,airport,CR02,4m,gate hold
DE0000019003,F00026693,19-07-2025 11:03,ATC,CR02,5,gate hold
DE0000019004,F00026693,19-07-2025 11:01,atc,ATC7,23,
DE0000019005,F00026700,07/30/2025 07:26,AIRPORT,WX01,2m,late inbound
DE0000019006,F00026700,30-07-2025 09:42,maint,MX5,8,
DE0000019007,F00026700,07/30/2025 09:38,weather,OPS9,3,deicing
DE0000019008,F00026706,20-06-2025 00:50,MAINT,ATC7,29,
DE0000019009,F00026711,16-10-2024 04:46,OTHER,OPS9,-19,gate hold
DE0000019010,F00026711,2024-10-16T05:40:00,AIRPORT,ATC7,2m,crew swap
DE0000019011,F00026712,14-02-2024 04:41,AIRPORT,MX5,30,gate hold
DE0000019012,F00026714,29-04-2025 12:11,ATC,CR02,0,late inbound
DE0000019013,F00026714,29-04-2025 10:38,OPS,ATC7,2,gate hold
DE0000019014,F00026714,04/29/2025 10:57,GATE,CR02,1,crew swap
DE0000019015,F00026715,31-05-2024 22:14,OPS,WX01,13,ground stop
DE0000019016,F00026715,31-05-2024 22:52,CRW,GT3,1,maintenance check
DE0000019017,F00026717,17-09-2024 14:50,AIRPORT,MX5,20,deicing
DE0000019018,F00026720,14-08-2024 08:34,CREW,GT3,29,maintenance check
DE0000019019,F00026720,14-08-2024 08:46,crew,CR02,1,late inbound
DE0000019020,F00026722,12-07-2024 05:59,atc,GT3,34,deicing
DE0000019021,F00026722,12-07-2024 05:06,AIRPORT,GT3,54,late inbound
DE0000019022,F00026723,10-08-2024 20:19,maint,GT3,8,deicing
DE0000019023,F00026726,13-01-2026 22:26,other,OPS9,0,ground stop
DE0000019024,F00026726,14-01-2026 00:53,MX,CR02,3,crew swap
DE0000019025,F00026726,14-01-2026 00:55,WX,CR02,1,maintenance check
DE0000019026,F00026729,12-06-2025 01:01,CREW,CR02,-13,maintenance check
DE0000019027,F00026729,12-06-2025 01:00,airport,ATC7,9,ground stop
DE0000019028,F00026731,14-10-2025 21:18,weather,ATC7,3,gate hold
DE0000019029,F00026731,10/14/2025 21:41,MAINT,GT3,5,deicing
DE0000019030,F00026732,21-04-2024 13:47,WEATHER,WX01,43,ground stop
DE0000019031,F00026733,17-08-2025 12:00,MAINT,GT3,1,late inbound
DE0000019032,F00026733,17-08-2025 13:43,AIRPORT,OPS9,5m,late inbound
